turn,player,agent,moved_pair,p1_move,p1_direction,p2_move,p2_direction,p1_score,p2_score,board_matrix_flattened
11,p1,greedy,"[5, 4]","[6, 6] -> [5, 5]",Up-Left,"[8, 4] -> [7, 4]",Up,0,0,[-1  0 -2  0  0  0 -6] | [ 0  0  0  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0 -5  0  0] | [ 0  3  0  0  0  5  0] | [ 0  0  0  0  0  0  0] | [ 1  0  2  0  4  0  0] | [ 0  0  0  0  0  0  6]
12,p2,random,"[-1, -5]","[0, 0] -> [1, 0]",Down,"[4, 4] -> [4, 5]",Right,0,0,[ 0  0 -2  0  0  0 -6] | [-1  0  0  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  0 -5  0] | [ 0  3  0  0  0  5  0] | [ 0  0  0  0  0  0  0] | [ 1  0  2  0  4  0  0] | [ 0  0  0  0  0  0  6]
13,p1,greedy,"[5, 3]","[5, 5] -> [4, 6]",Up-Right,"[5, 1] -> [5, 0]",Left,0,0,[ 0  0 -2  0  0  0 -6] | [-1  0  0  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  0 -5  5] | [ 3  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  2  0  4  0  0] | [ 0  0  0  0  0  0  6]
14,p2,random,"[-4, -1]","[1, 4] -> [2, 4]",Down,"[1, 0] -> [0, 0]",Up,0,0,[-1  0 -2  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0 -4  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  0 -5  5] | [ 3  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  2  0  4  0  0] | [ 0  0  0  0  0  0  6]
15,p1,greedy,"[4, 2]","[7, 4] -> [8, 4]",Down,"[7, 2] -> [6, 2]",Up,0,0,[-1  0 -2  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0 -4  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  0 -5  5] | [ 3  0  0  0  0  0  0] | [ 0  0  2  0  0  0  0] | [ 1  0  0  0  0  0  0] | [ 0  0  0  0  4  0  6]
16,p2,random,"[-6, -2]","[0, 6] -> [1, 6]",Down,"[0, 2] -> [1, 2]",Down,0,0,[-1  0  0  0  0  0  0] | [ 0  0 -2  0  0  0 -6] | [ 0  0  0  0 -4  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  0 -5  5] | [ 3  0  0  0  0  0  0] | [ 0  0  2  0  0  0  0] | [ 1  0  0  0  0  0  0] | [ 0  0  0  0  4  0  6]
17,p1,greedy,"[4, 6]","[8, 4] -> [7, 4]",Up,"[8, 6] -> [7, 6]",Up,0,0,[-1  0  0  0  0  0  0] | [ 0  0 -2  0  0  0 -6] | [ 0  0  0  0 -4  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  0 -5  5] | [ 3  0  0  0  0  0  0] | [ 0  0  2  0  0  0  0] | [ 1  0  0  0  4  0  6] | [ 0  0  0  0  0  0  0]
18,p2,random,"[-2, -5]","[1, 2] -> [0, 2]",Up,"[4, 5] -> [4, 4]",Left,0,0,[-1  0 -2  0  0  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  0  0 -4  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0 -5  0  5] | [ 3  0  0  0  0  0  0] | [ 0  0  2  0  0  0  0] | [ 1  0  0  0  4  0  6] | [ 0  0  0  0  0  0  0]
19,p1,greedy,"[6, 4]","[7, 6] -> [6, 6]",Up,"[7, 4] -> [8, 4]",Down,0,0,[-1  0 -2  0  0  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  0  0 -4  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0 -5  0  5] | [ 3  0  0  0  0  0  0] | [ 0  0  2  0  0  0  6] | [ 1  0  0  0  0  0  0] | [ 0  0  0  0  4  0  0]
20,p2,random,"[-5, -1]","[4, 4] -> [5, 3]",Down-Left,"[0, 0] -> [1, 0]",Down,0,0,[ 0  0 -2  0  0  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0  0  0 -4  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  0  0  5] | [ 3  0  0 -5  0  0  0] | [ 0  0  2  0  0  0  6] | [ 1  0  0  0  0  0  0] | [ 0  0  0  0  4  0  0]
21,p1,greedy,"[4, 6]","[8, 4] -> [8, 3]",Left,"[6, 6] -> [6, 5]",Left,0,0,[ 0  0 -2  0  0  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0  0  0 -4  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  0  0  5] | [ 3  0  0 -5  0  0  0] | [ 0  0  2  0  0  6  0] | [ 1  0  0  0  0  0  0] | [ 0  0  0  4  0  0  0]
22,p2,random,"[-6, -1]","[1, 6] -> [0, 6]",Up,"[1, 0] -> [0, 0]",Up,0,0,[-1  0 -2  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0 -4  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  0  0  5] | [ 3  0  0 -5  0  0  0] | [ 0  0  2  0  0  6  0] | [ 1  0  0  0  0  0  0] | [ 0  0  0  4  0  0  0]
23,p1,greedy,"[3, 4]","[5, 0] -> [4, 0]",Up,"[8, 3] -> [8, 4]",Right,0,0,[-1  0 -2  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0 -4  0  0] | [ 0 -3  0  0  0  0  0] | [ 3  0  0  0  0  0  5] | [ 0  0  0 -5  0  0  0] | [ 0  0  2  0  0  6  0] | [ 1  0  0  0  0  0  0] | [ 0  0  0  0  4  0  0]
24,p2,random,"[-6, -2]","[0, 6] -> [1, 6]",Down,"[0, 2] -> [0, 3]",Right,0,0,[-1  0  0 -2  0  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  0  0 -4  0  0] | [ 0 -3  0  0  0  0  0] | [ 3  0  0  0  0  0  5] | [ 0  0  0 -5  0  0  0] | [ 0  0  2  0  0  6  0] | [ 1  0  0  0  0  0  0] | [ 0  0  0  0  4  0  0]
25,p1,greedy,"[3, 2]","[4, 0] -> [5, 0]",Down,"[6, 2] -> [5, 2]",Up,0,0,[-1  0  0 -2  0  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  0  0 -4  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  0  0  5] | [ 3  0  2 -5  0  0  0] | [ 0  0  0  0  0  6  0] | [ 1  0  0  0  0  0  0] | [ 0  0  0  0  4  0  0]
26,p2,random,"[-2, -5]","[0, 3] -> [1, 2]",Down-Left,"[5, 3] -> [5, 4]",Right,0,0,[-1  0  0  0  0  0  0] | [ 0  0 -2  0  0  0 -6] | [ 0  0  0  0 -4  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  0  0  5] | [ 3  0  2  0 -5  0  0] | [ 0  0  0  0  0  6  0] | [ 1  0  0  0  0  0  0] | [ 0  0  0  0  4  0  0]
27,p1,greedy,"[1, 2]","[7, 0] -> [8, 1]",Down-Right,"[5, 2] -> [4, 3]",Up-Right,0,0,[-1  0  0  0  0  0  0] | [ 0  0 -2  0  0  0 -6] | [ 0  0  0  0 -4  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  2  0  0  5] | [ 3  0  0  0 -5  0  0] | [ 0  0  0  0  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  4  0  0]
28,p2,random,"[-2, -6]","[1, 2] -> [0, 3]",Up-Right,"[1, 6] -> [2, 6]",Down,0,0,[-1  0  0 -2  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0 -4  0 -6] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  2  0  0  5] | [ 3  0  0  0 -5  0  0] | [ 0  0  0  0  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  4  0  0]
29,p1,greedy,"[5, 2]","[4, 6] -> [3, 6]",Up,"[4, 3] -> [3, 2]",Up-Left,0,0,[-1  0  0 -2  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0 -4  0 -6] | [ 0 -3  2  0  0  0  5] | [ 0  0  0  0  0  0  0] | [ 3  0  0  0 -5  0  0] | [ 0  0  0  0  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  4  0  0]
30,p2,random,"[-5, -4]","[5, 4] -> [4, 3]",Up-Left,"[2, 4] -> [2, 3]",Left,0,1,[-1  0  0 -2  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -4  0  0 -6] | [ 0 -3  2  0  0  0  5] | [ 0  0  0 -5  0  0  0] | [ 3  0  0  0  0  0  0] | [ 0  0  0  0  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  4  0  0]
31,p1,greedy,"[3, 2]","[5, 0] -> [4, 0]",Up,"[3, 2] -> [3, 3]",Right,0,1,[-1  0  0 -2  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -4  0  0 -6] | [ 0 -3  0  2  0  0  5] | [ 3  0  0 -5  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  4  0  0]
32,p2,random,"[-1, -2]","[0, 0] -> [1, 1]",Down-Right,"[0, 3] -> [0, 4]",Right,0,1,[ 0  0  0  0 -2  0  0] | [ 0 -1  0  0  0  0  0] | [ 0  0  0 -4  0  0 -6] | [ 0 -3  0  2  0  0  5] | [ 3  0  0 -5  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  4  0  0]
33,p1,greedy,"[2, 5]","[3, 3] -> [2, 2]",Up-Left,"[3, 6] -> [2, 5]",Up-Left,0,1,[ 0  0  0  0 -2  0  0] | [ 0 -1  0  0  0  0  0] | [ 0  0  2 -4  0  5 -6] | [ 0 -3  0  0  0  0  0] | [ 3  0  0 -5  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  4  0  0]
34,p2,random,"[-5, -4]","[4, 3] -> [5, 4]",Down-Right,"[2, 3] -> [3, 4]",Down-Right,0,1,[ 0  0  0  0 -2  0  0] | [ 0 -1  0  0  0  0  0] | [ 0  0  2  0  0  5 -6] | [ 0 -3  0  0 -4  0  0] | [ 3  0  0  0  0  0  0] | [ 0  0  0  0 -5  0  0] | [ 0  0  0  0  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  4  0  0]
35,p1,greedy,"[2, 5]","[2, 2] -> [1, 2]",Up,"[2, 5] -> [1, 5]",Up,0,1,[ 0  0  0  0 -2  0  0] | [ 0 -1  2  0  0  5  0] | [ 0  0  0  0  0  0 -6] | [ 0 -3  0  0 -4  0  0] | [ 3  0  0  0  0  0  0] | [ 0  0  0  0 -5  0  0] | [ 0  0  0  0  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  4  0  0]
36,p2,random,"[-4, -5]","[3, 4] -> [4, 4]",Down,"[5, 4] -> [6, 3]",Down-Left,0,1,[ 0  0  0  0 -2  0  0] | [ 0 -1  2  0  0  5  0] | [ 0  0  0  0  0  0 -6] | [ 0 -3  0  0  0  0  0] | [ 3  0  0  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -5  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  4  0  0]
37,p1,greedy,"[2, 5]","[1, 2] -> [2, 2]",Down,"[1, 5] -> [0, 5]",Up,0,1,[ 0  0  0  0 -2  5  0] | [ 0 -1  0  0  0  0  0] | [ 0  0  2  0  0  0 -6] | [ 0 -3  0  0  0  0  0] | [ 3  0  0  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -5  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  4  0  0]
38,p2,random,"[-6, -4]","[2, 6] -> [2, 5]",Left,"[4, 4] -> [4, 3]",Left,0,2,[ 0  0  0  0 -2  5  0] | [ 0 -1  0  0  0  0  0] | [ 0  0  2  0  0 -6  0] | [ 0 -3  0  0  0  0  0] | [ 3  0  0 -4  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -5  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  4  0  0]
39,p1,greedy,"[4, 3]","[8, 4] -> [8, 5]",Right,"[4, 0] -> [5, 1]",Down-Right,0,2,[ 0  0  0  0 -2  5  0] | [ 0 -1  0  0  0  0  0] | [ 0  0  2  0  0 -6  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0 -4  0  0  0] | [ 0  3  0  0  0  0  0] | [ 0  0  0 -5  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  0  4  0]
40,p2,random,"[-3, -1]","[3, 1] -> [2, 1]",Up,"[1, 1] -> [0, 2]",Up-Right,1,2,[ 0  0 -1  0 -2  5  0] | [ 0  0  0  0  0  0  0] | [ 0 -3  2  0  0 -6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -4  0  0  0] | [ 0  3  0  0  0  0  0] | [ 0  0  0 -5  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  0  4  0]
41,p1,greedy,"[1, 3]","[8, 1] -> [8, 2]",Right,"[5, 1] -> [4, 1]",Up,1,2,[ 0  0 -1  0 -2  5  0] | [ 0  0  0  0  0  0  0] | [ 0 -3  2  0  0 -6  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0 -4  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -5  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  1  0  0  4  0]
42,p2,random,"[-6, -4]","[2, 5] -> [2, 6]",Right,"[4, 3] -> [4, 2]",Left,3,3,[ 0  0 -1  0 -2  5  0] | [ 0  0  0  0  0  0  0] | [ 0 -3  2  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  3 -4  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -5  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  1  0  0  4  0]
