turn,player,agent,moved_pair,p1_move,p1_direction,p2_move,p2_direction,p1_score,p2_score,board_matrix_flattened
11,p1,greedy,"[2, 4]","[8, 2] -> [7, 2]",Up,"[8, 4] -> [8, 5]",Right,0,1,[ 0  0 -2  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0 -5  0 -6] | [-1  0  0  0  0  0  0] | [ 0  3 -3  0  0  0  5] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  6  0] | [ 1  0  2  0  0  0  0] | [ 0  0  0  0  0  4  0]
12,p2,minimax,"[-2, -3]","[0, 2] -> [0, 1]",Left,"[4, 2] -> [4, 3]",Right,0,2,[ 0 -2  0  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0 -5  0 -6] | [-1  0  0  0  0  0  0] | [ 0  3  0 -3  0  0  5] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  6  0] | [ 1  0  2  0  0  0  0] | [ 0  0  0  0  0  4  0]
13,p1,greedy,"[4, 3]","[8, 5] -> [8, 6]",Right,"[4, 1] -> [5, 0]",Down-Left,0,2,[ 0 -2  0  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0 -5  0 -6] | [-1  0  0  0  0  0  0] | [ 0  0  0 -3  0  0  5] | [ 3  0  0  0  0  0  0] | [ 0  0  0  0  0  6  0] | [ 1  0  2  0  0  0  0] | [ 0  0  0  0  0  0  4]
14,p2,minimax,"[-5, -4]","[2, 4] -> [2, 3]",Left,"[0, 4] -> [0, 3]",Left,0,2,[ 0 -2  0 -4  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -5  0  0 -6] | [-1  0  0  0  0  0  0] | [ 0  0  0 -3  0  0  5] | [ 3  0  0  0  0  0  0] | [ 0  0  0  0  0  6  0] | [ 1  0  2  0  0  0  0] | [ 0  0  0  0  0  0  4]
15,p1,greedy,"[3, 2]","[5, 0] -> [5, 1]",Right,"[7, 2] -> [8, 3]",Down-Right,0,2,[ 0 -2  0 -4  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -5  0  0 -6] | [-1  0  0  0  0  0  0] | [ 0  0  0 -3  0  0  5] | [ 0  3  0  0  0  0  0] | [ 0  0  0  0  0  6  0] | [ 1  0  0  0  0  0  0] | [ 0  0  0  2  0  0  4]
16,p2,minimax,"[-5, -3]","[2, 3] -> [3, 4]",Down-Right,"[4, 3] -> [5, 2]",Down-Left,0,2,[ 0 -2  0 -4  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -6] | [-1  0  0  0 -5  0  0] | [ 0  0  0  0  0  0  5] | [ 0  3 -3  0  0  0  0] | [ 0  0  0  0  0  6  0] | [ 1  0  0  0  0  0  0] | [ 0  0  0  2  0  0  4]
17,p1,greedy,"[6, 2]","[6, 5] -> [6, 6]",Right,"[8, 3] -> [8, 4]",Right,0,2,[ 0 -2  0 -4  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -6] | [-1  0  0  0 -5  0  0] | [ 0  0  0  0  0  0  5] | [ 0  3 -3  0  0  0  0] | [ 0  0  0  0  0  0  6] | [ 1  0  0  0  0  0  0] | [ 0  0  0  0  2  0  4]
18,p2,minimax,"[-1, -3]","[3, 0] -> [3, 1]",Right,"[5, 2] -> [5, 3]",Right,0,2,[ 0 -2  0 -4  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -6] | [ 0 -1  0  0 -5  0  0] | [ 0  0  0  0  0  0  5] | [ 0  3  0 -3  0  0  0] | [ 0  0  0  0  0  0  6] | [ 1  0  0  0  0  0  0] | [ 0  0  0  0  2  0  4]
19,p1,greedy,"[6, 5]","[6, 6] -> [6, 5]",Left,"[4, 6] -> [3, 5]",Up-Left,1,2,[ 0 -2  0 -4  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -6] | [ 0 -1  0  0 -5  5  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0 -3  0  0  0] | [ 0  0  0  0  0  6  0] | [ 1  0  0  0  0  0  0] | [ 0  0  0  0  2  0  4]
20,p2,minimax,"[-3, -1]","[5, 3] -> [6, 2]",Down-Left,"[3, 1] -> [3, 2]",Right,2,3,[ 0 -2  0 -4  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0 -1  0 -5  5  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0  0  0  0  0] | [ 0  0 -3  0  0  6  0] | [ 1  0  0  0  0  0  0] | [ 0  0  0  0  2  0  4]
