turn,player,agent,moved_pair,p1_move,p1_direction,p2_move,p2_direction,p1_score,p2_score,board_matrix_flattened
11,p1,greedy,"[5, 2]","[4, 4] -> [4, 5]",Right,"[7, 1] -> [8, 1]",Down,0,0,[ 0 -2  0  0 -4  0  0] | [ 0  0  0  0  0  0 -6] | [-1  0  0  0  0  0  0] | [ 0  0  0  0 -3  0  0] | [ 0  0  0  0  0  5 -5] | [ 1  0  3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  4  0  0  0] | [ 0  2  0  0  0  0  6]
12,p2,greedy,"[-6, -3]","[1, 6] -> [2, 5]",Down-Left,"[3, 4] -> [3, 3]",Left,0,0,[ 0 -2  0  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [-1  0  0  0  0 -6  0] | [ 0  0  0 -3  0  0  0] | [ 0  0  0  0  0  5 -5] | [ 1  0  3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  4  0  0  0] | [ 0  2  0  0  0  0  6]
13,p1,greedy,"[2, 5]","[8, 1] -> [8, 0]",Left,"[4, 5] -> [5, 6]",Down-Right,0,0,[ 0 -2  0  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [-1  0  0  0  0 -6  0] | [ 0  0  0 -3  0  0  0] | [ 0  0  0  0  0  0 -5] | [ 1  0  3  0  0  0  5] | [ 0  0  0  0  0  0  0] | [ 0  0  0  4  0  0  0] | [ 2  0  0  0  0  0  6]
14,p2,greedy,"[-1, -6]","[2, 0] -> [3, 1]",Down-Right,"[2, 5] -> [2, 6]",Right,0,0,[ 0 -2  0  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -6] | [ 0 -1  0 -3  0  0  0] | [ 0  0  0  0  0  0 -5] | [ 1  0  3  0  0  0  5] | [ 0  0  0  0  0  0  0] | [ 0  0  0  4  0  0  0] | [ 2  0  0  0  0  0  6]
15,p1,greedy,"[3, 1]","[5, 2] -> [5, 3]",Right,"[5, 0] -> [4, 0]",Up,0,0,[ 0 -2  0  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -6] | [ 0 -1  0 -3  0  0  0] | [ 1  0  0  0  0  0 -5] | [ 0  0  0  3  0  0  5] | [ 0  0  0  0  0  0  0] | [ 0  0  0  4  0  0  0] | [ 2  0  0  0  0  0  6]
16,p2,greedy,"[-5, -6]","[4, 6] -> [5, 5]",Down-Left,"[2, 6] -> [3, 6]",Down,0,1,[ 0 -2  0  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0 -1  0 -3  0  0 -6] | [ 1  0  0  0  0  0  0] | [ 0  0  0  3  0 -5  5] | [ 0  0  0  0  0  0  0] | [ 0  0  0  4  0  0  0] | [ 2  0  0  0  0  0  6]
17,p1,greedy,"[2, 3]","[8, 0] -> [7, 1]",Up-Right,"[5, 3] -> [4, 4]",Up-Right,1,1,[ 0 -2  0  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0 -1  0 -3  0  0 -6] | [ 1  0  0  0  3  0  0] | [ 0  0  0  0  0 -5  5] | [ 0  0  0  0  0  0  0] | [ 0  2  0  4  0  0  0] | [ 0  0  0  0  0  0  6]
18,p2,greedy,"[-1, -2]","[3, 1] -> [4, 1]",Down,"[0, 1] -> [1, 2]",Down-Right,1,2,[ 0  0  0  0 -4  0  0] | [ 0  0 -2  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -3  0  0 -6] | [ 1 -1  0  0  3  0  0] | [ 0  0  0  0  0 -5  5] | [ 0  0  0  0  0  0  0] | [ 0  2  0  4  0  0  0] | [ 0  0  0  0  0  0  6]
19,p1,greedy,"[2, 3]","[7, 1] -> [8, 1]",Down,"[4, 4] -> [3, 4]",Up,2,2,[ 0  0  0  0 -4  0  0] | [ 0  0 -2  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -3  3  0 -6] | [ 1 -1  0  0  0  0  0] | [ 0  0  0  0  0 -5  5] | [ 0  0  0  0  0  0  0] | [ 0  0  0  4  0  0  0] | [ 0  2  0  0  0  0  6]
20,p2,greedy,"[-3, -5]","[3, 3] -> [2, 4]",Up-Right,"[5, 5] -> [6, 6]",Down-Right,3,3,[ 0  0  0  0 -4  0  0] | [ 0  0 -2  0  0  0  0] | [ 0  0  0  0 -3  0  0] | [ 0  0  0  0  3  0 -6] | [ 1 -1  0  0  0  0  0] | [ 0  0  0  0  0  0  5] | [ 0  0  0  0  0  0 -5] | [ 0  0  0  4  0  0  0] | [ 0  2  0  0  0  0  6]
